Age,Gender,Height,Weight,Steps_per_Day,Calories_Burned,Active_Minutes,Heart_Rate,Location,Workout_Routine
55.00,Female,172,52,5145,158.97,152,105.00,Urban,0
46.00,Male,174,51,16779,559.78,55,78.00,Urban,1
46.00,Male,183,70,6492,210.01,37,80.00,Rural,0
33.00,Female,173,70,8111,272.48,85,114.00,Rural,0
27.00,Male,168,27,14087,695.95,,67.00,Urban,0
47.00,Non-Binary,181,87,10984,450.71,111,55.00,Urban,0
42.00,Male,146,37,7792,306.71,174,101.00,Rural,1
56.00,Male,164,67,8711,432.84,53,89.00,Urban,0
37.00,Male,162,89,2565,105.52,45,114.00,Suburban,1
22.00,Male,169,103,4667,201.72,3,91.00,Rural,0
18.00,Male,148,64,7459,273.41,170,117.00,Rural,0
47.00,Female,183,48,5096,191.83,61,81.00,Urban,1
,Non-Binary,167,89,2019,84.57,123,59.00,Urban,0
31.00,Male,173,82,10476,328.90,127,118.00,Urban,1
47.00,Female,172,62,9254,324.98,111,58.00,Rural,0
21.00,Female,182,60,12584,427.05,84,118.00,Rural,1
35.00,Female,151,59,6965,211.16,3,110.00,Suburban,0
54.00,Male,171,64,12464,507.76,64,60.00,Suburban,0
42.00,Male,181,74,19653,810.12,61,117.00,Suburban,0
18.00,Male,169,61,13439,506.37,89,57.00,Suburban,0
32.00,Female,160,63,5721,202.38,119,98.00,Rural,0
26.00,Female,163,79,9408,404.93,129,73.00,Suburban,0
32.00,Male,166,47,1195,39.07,136,82.00,Suburban,0
41.00,Male,162,64,4273,172.51,44,68.00,Urban,0
21.00,Non-Binary,168,44,16330,740.75,145,51.00,Suburban,0
29.00,Female,185,71,11886,395.64,111,104.00,Urban,0
,Non-Binary,164,40,4212,189.81,175,60.00,Urban,0
54.00,Female,165,83,3755,169.79,41,66.00,Rural,0
23.00,Male,174,50,18905,589.81,40,91.00,Suburban,0
56.00,Female,168,43,2080,63.18,88,110.00,Rural,0
41.00,Female,156,64,16501,816.45,41,52.00,Urban,0
28.00,Male,169,95,18105,613.17,34,84.00,Suburban,1
30.00,Female,169,80,15047,698.82,165,115.00,Urban,0
51.00,Female,179,41,18946,781.28,66,50.00,Rural,0
42.00,Male,160,49,1639,57.84,40,56.00,Urban,0
24.00,Female,179,64,13502,440.16,98,69.00,Suburban,0
21.00,Female,169,103,6190,247.19,49,92.00,Suburban,1
25.00,Non-Binary,158,55,4736,180.66,103,55.00,Urban,1
37.00,Male,156,56,17473,768.42,85,104.00,Rural,0
46.00,Male,189,92,2251,108.24,78,70.00,Rural,0
27.00,Female,168,72,10294,474.60,44,100.00,Urban,0
51.00,Male,179,85,17732,629.29,146,95.00,Urban,0
43.00,Female,152,59,5052,240.37,105,84.00,Urban,1
58.00,Female,196,68,1271,59.31,144,57.00,Urban,0
20.00,Male,178,89,19414,943.19,121,117.00,Rural,0
23.00,Female,167,67,12698,497.42,76,65.00,Rural,0
22.00,Female,166,86,16889,766.28,55,116.00,Urban,0
22.00,Male,177,75,10657,445.82,111,113.00,Urban,0
40.00,Non-Binary,176,54,10387,376.11,92,51.00,Suburban,1
26.00,Female,171,69,17376,866.86,40,50.00,Urban,0
52.00,Female,170,84,12279,377.78,169,107.00,Urban,1
37.00,Female,175,80,13015,432.69,5,50.00,Urban,0
59.00,Female,152,69,8041,384.77,97,56.00,Suburban,0
52.00,Non-Binary,166,41,18510,577.72,72,118.00,Suburban,0
35.00,Female,153,43,9708,463.43,167,67.00,Suburban,0
34.00,Female,176,46,11857,525.32,40,81.00,Urban,1
41.00,Female,163,62,10493,322.49,8,94.00,Rural,0
20.00,Male,154,64,9052,349.28,7,82.00,Suburban,0
49.00,Female,162,47,17995,811.38,171,98.00,Rural,0
52.00,Male,171,85,18133,755.46,,82.00,Urban,0
55.00,Male,167,51,14580,710.30,12,117.00,Rural,0
30.00,Male,158,49,19240,911.07,18,77.00,Rural,0
42.00,Non-Binary,152,71,18910,693.11,97,102.00,Urban,0
26.00,Female,170,84,11216,355.46,95,93.00,Urban,0
21.00,Female,164,100,7229,353.39,48,104.00,Rural,0
31.00,Female,167,78,14343,578.68,99,59.00,Suburban,0
,Female,168,93,3098,97.55,81,63.00,Rural,0
51.00,Non-Binary,174,51,16438,761.60,157,85.00,Suburban,0
28.00,Female,178,102,8865,419.94,65,83.00,Suburban,0
58.00,Male,171,42,17557,751.24,90,67.00,Urban,0
20.00,Male,166,62,13211,514.57,58,65.00,Urban,0
45.00,Female,170,78,1500,64.87,52,86.00,Rural,0
46.00,Female,166,45,4646,205.05,51,90.00,Urban,0
26.00,Male,153,56,19747,945.10,80,74.00,Urban,0
20.00,Male,180,53,11048,542.65,158,57.00,Suburban,0
42.00,Female,179,65,12344,497.30,14,67.00,Suburban,0
51.00,Male,189,91,19280,886.30,120,117.00,Urban,0
29.00,Female,192,70,10910,537.76,147,97.00,Urban,1
59.00,Non-Binary,158,63,2778,91.74,4,119.00,Urban,0
26.00,Male,166,26,13984,424.63,,116.00,Urban,1
32.00,Male,195,77,6190,293.28,17,67.00,Suburban,0
57.00,Female,169,81,16304,552.79,55,67.00,Urban,0
42.00,Female,172,44,7997,246.70,74,105.00,Rural,0
22.00,Female,154,68,13020,432.29,95,72.00,Rural,0
28.00,Non-Binary,171,72,5747,216.56,113,84.00,Suburban,0
51.00,Male,189,84,10286,353.69,100,55.00,Urban,0
41.00,Female,182,59,1045,37.73,172,75.00,Suburban,1
32.00,Female,163,56,8758,433.57,27,110.00,Urban,0
55.00,Female,166,63,1455,64.15,49,64.00,Urban,1
25.00,Male,158,89,10854,480.22,1,81.00,Rural,0
22.00,Female,161,85,18349,585.22,67,61.00,Urban,0
43.00,Female,150,69,2528,112.85,127,54.00,Rural,0
35.00,Male,169,85,3976,178.07,76,113.00,Urban,0
23.00,Male,185,34,14288,617.17,23,76.00,Urban,0
54.00,Female,173,81,7387,255.36,111,94.00,Rural,1
30.00,Male,183,53,3521,135.42,175,84.00,Suburban,0
45.00,Male,180,96,7525,353.11,172,75.00,Suburban,0
22.00,Male,164,54,2126,92.28,118,72.00,Suburban,0
30.00,Female,162,57,14348,640.72,35,62.00,Urban,0
34.00,Female,162,78,8716,363.87,1,52.00,Suburban,0
57.00,Female,152,79,17102,666.84,126,78.00,Urban,0
49.00,Male,170,63,4404,198.98,104,115.00,Suburban,0
46.00,Female,140,75,5492,172.22,17,113.00,Suburban,0
20.00,Female,175,77,3343,145.30,176,77.00,Rural,0
57.00,Female,170,75,1106,55.24,7,85.00,Suburban,0
51.00,Non-Binary,174,63,16195,738.55,,55.00,Urban,0
57.00,Male,180,77,14241,509.99,144,60.00,Suburban,0
44.00,Female,171,91,13575,482.68,22,87.00,Urban,0
30.00,Male,186,51,5801,251.44,92,83.00,Urban,1
50.00,Female,176,57,6580,315.29,154,116.00,Urban,1
23.00,Male,162,70,17598,731.36,164,95.00,Suburban,0
41.00,Male,167,54,6400,259.51,48,78.00,Urban,1
36.00,Male,147,42,7875,261.51,63,109.00,Urban,0
33.00,Female,160,86,9656,427.85,33,103.00,Rural,0
57.00,Male,166,36,7247,319.20,17,118.00,Suburban,0
45.00,Female,175,63,7177,354.11,63,58.00,Urban,1
50.00,Male,162,81,8269,297.72,105,59.00,Urban,0
58.00,Male,157,74,15974,720.89,73,117.00,Suburban,1
30.00,Female,151,64,15037,581.65,101,107.00,Rural,1
42.00,Male,164,53,19756,813.34,171,101.00,Urban,0
59.00,Male,189,75,17167,795.33,16,83.00,Rural,0
53.00,Female,172,55,11380,391.93,140,84.00,Suburban,0
44.00,Male,179,73,7617,280.74,51,82.00,Suburban,0
55.00,Male,160,72,1303,59.24,169,81.00,Rural,0
24.00,Male,154,72,13683,566.60,63,104.00,Suburban,0
22.00,Non-Binary,157,60,17717,564.26,33,57.00,Rural,0
48.00,Female,169,100,12025,464.21,94,95.00,Urban,0
40.00,Female,150,75,19715,822.76,86,63.00,Suburban,0
59.00,Female,159,65,5561,267.99,101,57.00,Suburban,0
27.00,Male,164,73,1079,36.44,160,103.00,Urban,0
49.00,Male,156,58,4763,219.67,139,70.00,Suburban,0
47.00,Female,148,64,11169,364.25,75,63.00,Urban,0
56.00,Male,172,105,18116,631.25,18,51.00,Urban,1
48.00,Male,170,58,4976,173.50,136,110.00,Urban,0
35.00,Male,177,68,18768,892.41,73,66.00,Suburban,0
53.00,Male,158,63,3124,106.15,144,97.00,Rural,1
19.00,Non-Binary,177,54,7652,350.00,49,57.00,Urban,0
31.00,Male,185,76,6283,246.52,38,105.00,Suburban,0
30.00,Female,172,70,8176,408.65,168,66.00,Urban,0
46.00,Male,163,83,19676,920.48,137,118.00,Rural,1
29.00,Non-Binary,171,82,13409,600.64,11,61.00,Suburban,1
56.00,Male,163,83,13319,631.51,78,87.00,Suburban,0
19.00,Male,161,56,1997,85.23,14,67.00,Suburban,0
49.00,Female,176,79,12001,562.52,27,75.00,Urban,1
30.00,Female,168,79,5664,199.50,131,86.00,Suburban,0
44.00,Male,182,54,19741,630.81,35,119.00,Rural,0
58.00,Male,165,65,19063,806.72,118,90.00,Urban,0
34.00,Male,166,48,14117,546.24,,91.00,Suburban,0
57.00,Male,164,80,12231,471.25,97,90.00,Rural,0
48.00,Male,158,79,8440,342.12,46,96.00,Urban,0
51.00,Female,178,91,12218,454.85,80,63.00,Rural,0
41.00,Male,191,66,16608,706.19,38,50.00,Rural,0
52.00,Male,166,76,5090,155.81,37,66.00,Suburban,0
23.00,Female,163,84,8471,418.45,43,104.00,Urban,0
36.00,Non-Binary,162,58,4743,230.01,178,102.00,Urban,0
47.00,Female,163,56,11196,545.31,96,80.00,Urban,0
24.00,Male,186,59,8008,298.70,123,111.00,Rural,1
27.00,Male,162,64,4324,175.72,25,57.00,Rural,0
58.00,Non-Binary,164,56,9632,472.76,163,79.00,Suburban,0
49.00,Male,157,59,1226,58.91,96,115.00,Urban,0
51.00,Male,172,83,15863,726.60,0,94.00,Urban,0
45.00,Female,169,68,17027,649.52,52,67.00,Suburban,0
32.00,Female,158,74,19785,816.86,5,94.00,Suburban,0
47.00,Female,161,61,5718,262.22,36,68.00,Rural,0
54.00,Male,185,60,18408,652.75,1,117.00,Suburban,1
46.00,Male,170,74,6672,283.75,,99.00,Rural,0
39.00,Non-Binary,171,71,16262,757.14,68,74.00,Suburban,0
21.00,Male,171,81,18254,805.90,168,87.00,Suburban,0
37.00,Female,183,89,4199,166.24,178,85.00,Urban,0
49.00,Female,159,59,19129,797.53,174,117.00,Rural,0
53.00,Female,166,82,6270,312.08,12,105.00,Suburban,0
21.00,Male,168,53,13750,578.05,68,88.00,Urban,0
44.00,Male,152,101,8897,406.70,65,112.00,Urban,0
34.00,Female,160,58,9664,430.36,58,56.00,Urban,0
29.00,Female,180,80,15892,699.72,67,107.00,Suburban,0
39.00,Non-Binary,177,53,9271,410.96,58,108.00,Urban,1
34.00,Male,179,67,6158,240.71,116,97.00,Urban,0
27.00,Male,164,93,13844,546.61,9,54.00,Suburban,0
18.00,Non-Binary,165,57,1589,62.54,140,85.00,Urban,0
39.00,Female,152,103,10552,323.58,,74.00,Rural,1
43.00,Female,179,69,17267,601.26,14,94.00,Urban,1
35.00,Male,180,84,19268,637.60,45,68.00,Suburban,0
31.00,Female,180,76,17159,818.98,137,56.00,Urban,1
46.00,Female,186,76,15263,541.83,149,107.00,Urban,0
29.00,Female,174,48,6399,209.69,88,115.00,Urban,1
53.00,Male,185,62,9503,307.85,76,88.00,Rural,0
52.00,Male,167,87,2076,91.34,135,67.00,Suburban,0
29.00,Female,152,64,8235,248.05,148,50.00,Urban,0
24.00,Male,178,72,17417,686.68,149,112.00,Suburban,0
46.00,Female,151,46,2841,91.98,109,52.00,Urban,0
28.00,Non-Binary,171,61,5481,257.57,96,70.00,Rural,0
50.00,Male,179,86,2134,104.93,44,79.00,Rural,0
23.00,Female,173,50,14139,695.29,90,60.00,Suburban,0
32.00,Male,192,80,8771,340.66,167,71.00,Suburban,0
49.00,Female,150,72,9567,410.33,,106.00,Rural,1
28.00,Non-Binary,169,66,9915,416.37,149,52.00,Suburban,1
40.00,Male,170,65,14898,551.24,157,79.00,Suburban,1
43.00,Male,156,62,2913,113.26,72,94.00,Rural,0
51.00,Male,158,63,5297,165.72,172,85.00,Suburban,0
51.00,Male,161,83,2942,135.08,34,113.00,Suburban,0
46.00,Female,159,63,18715,651.58,41,103.00,Rural,0
21.00,Non-Binary,168,97,1337,52.42,132,117.00,Suburban,0
34.00,Male,163,74,15256,604.33,26,99.00,Suburban,0
52.00,Male,173,61,11057,455.71,31,80.00,Urban,1
30.00,Male,176,84,9983,462.79,135,78.00,Urban,0
58.00,Female,175,79,17283,757.65,102,108.00,Urban,1
56.00,Male,165,45,4700,203.33,84,85.00,Suburban,0
32.00,Female,172,54,13145,532.83,145,116.00,Urban,0
46.00,Female,180,68,7118,227.20,77,60.00,Rural,0
46.00,Female,174,46,3673,139.72,142,60.00,Suburban,0
28.00,Male,188,101,3122,153.43,153,75.00,Suburban,1
,Female,179,82,12977,647.69,43,102.00,Urban,0
19.00,Male,187,69,9250,412.64,31,63.00,Rural,0
31.00,Male,145,64,19446,671.87,27,113.00,Suburban,0
37.00,Female,170,61,18638,597.12,166,59.00,Suburban,0
39.00,Female,166,40,4688,179.53,159,80.00,Urban,0
28.00,Male,168,44,4748,223.78,76,85.00,Suburban,0
44.00,Male,161,98,7342,326.26,17,59.00,Suburban,0
20.00,Male,173,93,17275,823.63,102,75.00,Suburban,0
34.00,Male,151,61,14665,620.56,69,69.00,Rural,0
45.00,Male,174,83,5130,167.27,118,93.00,Rural,1
46.00,Male,162,77,4029,130.12,138,111.00,Rural,0
38.00,Female,164,79,14182,439.08,159,58.00,Suburban,0
33.00,Female,174,48,5035,208.15,147,73.00,Rural,0
54.00,Female,170,42,16127,562.15,96,61.00,Rural,0
37.00,Female,180,87,3899,174.24,167,109.00,Urban,0
23.00,Male,160,40,10638,465.15,135,65.00,Urban,0
36.00,Non-Binary,169,67,14222,517.14,34,78.00,Urban,1
22.00,Female,178,64,18296,613.58,68,81.00,Urban,0
20.00,Female,173,63,5242,168.00,125,84.00,Urban,0
18.00,Female,174,74,19095,854.43,98,92.00,Urban,0
55.00,Non-Binary,181,59,2439,95.14,77,102.00,Suburban,0
32.00,Female,165,75,6613,241.18,148,69.00,Urban,0
51.00,Male,163,72,6375,300.47,110,57.00,Urban,0
52.00,Female,175,101,9877,413.57,151,91.00,Suburban,0
42.00,Female,168,49,3466,139.89,16,119.00,Rural,0
41.00,Female,181,70,8824,395.91,145,65.00,Rural,1
29.00,Female,173,76,13329,617.29,139,118.00,Suburban,0
35.00,Male,163,66,12630,552.20,143,102.00,Urban,1
32.00,Male,173,49,18349,711.94,3,94.00,Urban,1
33.00,Non-Binary,160,88,15203,571.42,161,100.00,Urban,1
44.00,Female,179,75,7928,360.20,91,55.00,Urban,0
25.00,Female,156,50,10111,408.06,173,82.00,Urban,1
42.00,Male,182,76,9120,402.08,74,64.00,Rural,0
34.00,Male,173,95,12064,576.76,158,63.00,Urban,0
46.00,Female,168,69,18892,912.82,152,88.00,Urban,0
25.00,Female,177,69,10404,369.91,102,112.00,Urban,0
32.00,Female,175,93,1871,63.16,23,54.00,Suburban,1
44.00,Female,183,55,13582,478.44,64,101.00,Urban,0
24.00,Female,183,95,1863,83.89,116,65.00,Urban,0
20.00,Male,173,84,15883,594.04,152,87.00,Urban,0
46.00,Female,161,56,13145,439.93,155,102.00,Urban,1
41.00,Male,164,59,4055,129.63,163,102.00,Urban,0
20.00,Male,169,62,13186,481.90,81,95.00,Suburban,0
37.00,Female,180,42,3682,120.49,5,64.00,Urban,0
32.00,Non-Binary,165,73,13882,459.88,65,108.00,Suburban,0
42.00,Male,166,56,6278,274.21,66,99.00,Suburban,0
47.00,Female,188,74,14805,449.99,71,58.00,Suburban,0
31.00,Male,168,50,17997,582.22,94,75.00,Urban,1
24.00,Male,163,83,2872,134.66,47,52.00,Urban,0
34.00,Male,177,81,12346,579.01,69,96.00,Urban,0
37.00,Male,169,59,8723,319.13,77,54.00,Suburban,0
53.00,Female,156,75,14871,472.29,66,111.00,Suburban,1
26.00,Male,180,71,16946,747.31,175,54.00,Urban,1
55.00,Female,162,92,8189,304.65,64,59.00,Suburban,0
39.00,Non-Binary,170,54,13752,425.06,171,112.00,Rural,1
19.00,Male,169,67,12565,416.61,62,74.00,Suburban,0
41.00,Female,172,60,7942,260.06,45,93.00,Urban,0
25.00,Male,148,70,15730,657.24,146,74.00,Suburban,0
28.00,Female,166,77,12383,593.92,72,79.00,Urban,0
30.00,Male,181,60,1244,57.05,70,63.00,Suburban,0
34.00,Male,182,64,1020,41.75,109,92.00,Urban,0
25.00,Male,160,84,14917,573.46,,77.00,Urban,1
38.00,Male,179,90,14721,623.78,62,68.00,Rural,0
35.00,Male,162,77,6767,263.08,40,91.00,Suburban,0
47.00,Female,166,67,11247,392.77,6,69.00,Urban,0
35.00,Female,166,66,4515,196.78,136,60.00,Urban,0
48.00,Female,171,78,2910,138.12,3,103.00,Suburban,1
55.00,Female,180,73,11750,440.12,88,73.00,Rural,0
49.00,Male,172,45,9076,425.04,176,119.00,Suburban,1
28.00,Male,168,78,19006,734.04,133,66.00,Rural,0
42.00,Male,179,57,16051,610.37,81,77.00,Urban,0
50.00,Male,161,48,5314,162.43,20,99.00,Suburban,0
55.00,Female,169,44,3453,151.61,142,104.00,Suburban,0
58.00,Female,179,66,3015,139.14,127,59.00,Suburban,0
25.00,Male,175,54,11236,486.19,104,70.00,Urban,0
28.00,Male,165,35,3800,125.50,103,107.00,Suburban,0
39.00,Female,154,64,10023,321.40,67,83.00,Suburban,0
41.00,Female,173,62,12884,534.13,159,92.00,Suburban,0
58.00,Male,154,67,17352,659.90,109,60.00,Suburban,0
34.00,Non-Binary,167,60,13882,535.59,156,82.00,Suburban,0
29.00,Non-Binary,181,97,11346,559.99,65,107.00,Suburban,0
49.00,Male,175,77,15035,668.73,161,95.00,Urban,0
32.00,Male,149,62,17108,654.14,26,110.00,Urban,0
33.00,Female,172,69,3853,117.06,59,111.00,Suburban,1
39.00,Non-Binary,166,91,19620,601.98,117,50.00,Rural,1
45.00,Female,157,84,5176,226.17,166,70.00,Urban,0
37.00,Male,173,49,3155,147.51,43,111.00,Suburban,0
50.00,Male,165,55,7829,345.68,35,113.00,Urban,0
27.00,Female,165,58,2886,110.01,18,105.00,Urban,0
57.00,Female,171,63,7471,228.78,90,50.00,Suburban,1
49.00,Male,163,61,13589,670.59,44,70.00,Suburban,1
50.00,Female,170,70,9391,466.98,148,71.00,Urban,1
19.00,Female,164,81,14350,588.17,150,103.00,Suburban,0
50.00,Female,164,83,8899,279.55,154,53.00,Rural,1
50.00,Female,179,65,1306,53.31,97,114.00,Rural,0
58.00,Female,180,45,4075,194.98,18,100.00,Urban,1
30.00,Male,152,54,19040,830.14,40,112.00,Suburban,0
47.00,Female,177,62,8244,366.03,25,64.00,Urban,0
,Male,183,51,7611,241.26,27,85.00,Urban,0
30.00,Female,185,87,15134,486.26,63,78.00,Suburban,0
43.00,Male,175,52,19148,623.21,67,101.00,Suburban,0
39.00,Female,159,79,1275,61.31,79,95.00,Urban,1
56.00,Male,176,44,6271,254.08,50,118.00,Rural,0
19.00,Male,161,79,8331,381.82,101,78.00,Rural,0
55.00,Male,166,67,12553,405.54,175,96.00,Suburban,0
56.00,Male,173,92,12573,610.46,9,74.00,Suburban,0
,Female,161,53,11072,513.99,166,65.00,Urban,1
32.00,Female,158,61,17017,587.01,99,90.00,Suburban,0
51.00,Female,174,64,19228,913.02,121,114.00,Urban,0
59.00,Male,188,67,17455,615.62,146,118.00,Rural,1
57.00,Male,182,64,8386,286.02,63,69.00,Urban,1
28.00,Male,177,65,7862,277.41,123,118.00,Urban,0
20.00,Male,179,64,8340,401.98,18,85.00,Suburban,0
23.00,Female,176,38,10487,506.65,75,107.00,Urban,0
26.00,Male,174,84,16061,587.51,61,97.00,Urban,0
23.00,Male,178,112,8635,380.88,140,51.00,Urban,0
26.00,Male,156,74,15604,679.01,,78.00,Rural,1
56.00,Male,171,52,18427,850.06,88,65.00,Suburban,0
48.00,Female,169,54,4042,145.23,91,84.00,Urban,0
49.00,Female,170,79,18198,731.61,41,111.00,Urban,0
58.00,Male,165,75,11386,493.62,116,53.00,Urban,0
29.00,Male,175,65,12692,387.43,38,117.00,Suburban,1
25.00,Male,161,81,16225,609.00,157,100.00,Suburban,0
25.00,Male,164,39,17693,777.04,132,82.00,Urban,0
45.00,Male,163,81,7661,268.53,80,73.00,Urban,0
37.00,Non-Binary,178,73,11253,553.13,145,74.00,Urban,0
24.00,Female,169,55,19261,589.45,106,77.00,Urban,1
28.00,Female,165,48,19870,976.84,110,56.00,Urban,0
37.00,Male,166,71,12937,444.20,20,85.00,Suburban,0
33.00,Male,170,91,1794,55.57,49,59.00,Urban,0
,Female,186,66,15598,559.18,120,85.00,Suburban,0
23.00,Female,157,57,7786,356.02,133,67.00,Suburban,0
39.00,Female,176,72,5014,225.87,49,55.00,Urban,0
43.00,Male,174,97,8392,286.81,114,56.00,Suburban,1
20.00,Female,161,76,13545,459.66,0,61.00,Suburban,0
58.00,Male,184,78,6353,272.24,29,90.00,Urban,0
59.00,Female,175,88,4407,172.59,106,112.00,Rural,1
31.00,Female,164,77,18358,841.64,179,74.00,Urban,1
28.00,Female,151,58,17053,519.82,164,102.00,Rural,1
35.00,Male,172,43,14189,598.89,47,82.00,Suburban,1
29.00,Female,169,56,12213,544.86,86,55.00,Suburban,0
40.00,Male,159,53,8248,411.31,,111.00,Rural,0
29.00,Male,159,79,5369,233.96,18,115.00,Rural,0
30.00,Male,178,81,9050,313.46,45,58.00,Suburban,0
42.00,Female,150,72,17848,574.06,129,116.00,Suburban,1
36.00,Male,173,50,6415,274.68,55,65.00,Urban,0
53.00,Male,168,96,16398,663.52,144,104.00,Suburban,0
25.00,Female,174,63,9115,437.36,91,89.00,Urban,1
46.00,Male,167,79,1287,57.31,81,75.00,Urban,0
49.00,Female,172,70,4195,168.62,78,87.00,Rural,0
35.00,Male,162,73,19376,737.68,149,84.00,Urban,0
23.00,Male,169,78,8450,321.84,104,117.00,Urban,0
35.00,Female,174,59,3925,135.51,26,108.00,Suburban,0
36.00,Male,171,89,15515,470.83,54,63.00,Urban,1
39.00,Female,173,46,18504,767.88,,96.00,Urban,0
54.00,Female,160,54,6310,216.11,59,91.00,Suburban,1
49.00,Female,164,89,17830,609.19,108,100.00,Suburban,0
58.00,Female,164,78,12760,414.80,155,68.00,Suburban,0
,Male,167,108,15896,537.16,155,115.00,Suburban,0
45.00,Male,183,71,18105,554.66,119,96.00,Suburban,0
27.00,Female,166,95,19547,849.99,152,114.00,Suburban,1
52.00,Female,158,42,11774,447.74,,91.00,Urban,0
46.00,Female,175,48,16457,678.53,85,87.00,Suburban,1
32.00,Female,183,83,10543,450.60,116,62.00,Rural,1
50.00,Female,157,43,4980,246.26,153,93.00,Urban,1
24.00,Female,189,67,12576,394.45,107,73.00,Urban,0
29.00,Male,174,87,19109,732.99,74,79.00,Urban,1
47.00,Female,180,77,4413,154.09,118,119.00,Suburban,0
38.00,Female,184,70,1494,59.06,144,87.00,Urban,0
48.00,Male,179,63,1947,94.25,6,72.00,Suburban,0
41.00,Female,168,73,1022,45.46,147,106.00,Rural,1
37.00,Female,182,78,2128,92.01,165,72.00,Suburban,0
54.00,Female,172,60,14986,581.83,74,85.00,Urban,0
21.00,Male,180,75,17161,745.17,57,106.00,Suburban,0
45.00,Male,181,86,17160,525.91,15,50.00,Urban,0
37.00,Female,159,66,17941,748.58,178,52.00,Suburban,0
41.00,Non-Binary,177,71,10808,443.94,26,63.00,Suburban,1
49.00,Male,168,77,7998,295.39,50,83.00,Urban,0
58.00,Male,171,78,8182,278.44,74,119.00,Rural,1
53.00,Female,171,83,19040,878.72,143,118.00,Urban,0
51.00,Male,170,54,9998,310.71,86,100.00,Rural,1
53.00,Female,185,62,4312,135.37,122,78.00,Urban,0
,Non-Binary,156,62,14329,556.11,75,97.00,Urban,0
32.00,Male,152,56,16802,588.93,39,65.00,Urban,0
51.00,Female,150,43,12167,546.41,66,106.00,Urban,0
53.00,Male,180,21,3324,141.88,129,59.00,Suburban,1
23.00,Male,162,87,10639,483.55,101,68.00,Suburban,0
56.00,Female,171,46,14338,523.24,175,116.00,Suburban,1
59.00,Male,168,93,11753,526.66,179,85.00,Urban,0
29.00,Non-Binary,161,81,6984,329.97,,53.00,Urban,0
20.00,Female,178,63,19895,734.23,92,82.00,Suburban,0
35.00,Male,168,79,16142,593.99,109,77.00,Urban,0
57.00,Male,167,76,12063,579.01,81,58.00,Suburban,0
38.00,Male,172,53,1362,42.22,77,55.00,Suburban,0
32.00,Male,177,69,4454,164.81,1,98.00,Urban,1
50.00,Male,160,55,4255,137.75,64,71.00,Suburban,0
52.00,Male,178,79,18601,568.81,19,97.00,Suburban,0
43.00,Female,184,59,18869,608.66,33,70.00,Suburban,0
25.00,Female,155,68,6349,245.23,40,82.00,Urban,0
53.00,Female,172,67,8195,358.44,168,105.00,Urban,1
47.00,Female,166,71,11047,395.32,22,78.00,Urban,1
40.00,Male,176,94,8750,411.19,37,102.00,Urban,0
59.00,Male,157,66,10399,402.99,171,89.00,Urban,1
31.00,Female,186,88,14686,724.97,66,67.00,Rural,0
,Female,153,77,9035,443.47,61,96.00,Suburban,0
19.00,Male,167,91,2507,113.98,139,62.00,Suburban,0
54.00,Female,174,64,18387,894.49,29,76.00,Urban,1
22.00,Female,163,80,15776,696.38,86,111.00,Rural,0
55.00,Female,161,69,18309,877.21,168,94.00,Urban,0
58.00,Male,172,25,7583,263.35,147,52.00,Suburban,0
31.00,Female,170,53,4927,181.85,117,71.00,Rural,0
56.00,Female,170,78,18369,827.68,5,76.00,Suburban,1
42.00,Female,178,77,16797,646.54,74,104.00,Rural,0
37.00,Female,166,50,5231,244.53,131,116.00,Suburban,0
19.00,Female,173,73,6302,299.68,92,82.00,Urban,0
56.00,Female,164,77,6291,226.44,9,51.00,Urban,0
23.00,Male,161,69,1908,88.66,50,95.00,Urban,0
34.00,Female,167,80,16123,533.43,,82.00,Urban,0
42.00,Female,165,78,13877,509.06,37,107.00,Suburban,0
45.00,Female,165,69,15239,615.04,128,56.00,Urban,0
19.00,Male,181,62,3586,123.82,135,64.00,Rural,0
52.00,Male,167,85,10335,429.78,101,75.00,Urban,0
54.00,Female,163,76,16640,691.79,80,60.00,Urban,0
22.00,Female,170,49,18715,638.89,82,87.00,Rural,0
18.00,Non-Binary,171,73,11534,529.56,160,76.00,Urban,0
57.00,Female,158,52,2806,119.63,142,56.00,Suburban,0
29.00,Female,167,55,11292,410.52,30,50.00,Suburban,0
53.00,Female,166,60,18189,630.13,,70.00,Urban,1
40.00,Female,168,70,11967,569.33,130,79.00,Suburban,0
48.00,Female,177,75,17455,815.41,125,57.00,Urban,1
28.00,Female,171,63,1027,35.53,34,52.00,Suburban,1
27.00,Male,182,64,9660,296.68,168,104.00,Suburban,0
20.00,Female,169,62,8055,371.26,143,64.00,Urban,0
31.00,Female,187,85,10616,449.16,44,85.00,Suburban,0
33.00,Male,165,27,11440,366.28,58,55.00,Urban,0
27.00,Male,162,65,4832,201.72,177,91.00,Suburban,1
46.00,Male,175,93,16970,662.57,11,99.00,Rural,0
27.00,Male,183,77,14107,641.74,139,67.00,Rural,0
29.00,Male,156,89,14777,505.10,32,99.00,Suburban,0
47.00,Male,168,39,16954,662.28,176,79.00,Urban,1
58.00,Non-Binary,163,51,17943,594.36,20,88.00,Rural,0
18.00,Female,171,77,8957,440.24,59,61.00,Urban,0
22.00,Male,170,93,13666,622.82,51,108.00,Suburban,0
37.00,Male,183,52,11110,497.00,166,93.00,Urban,0
